Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Health Care Administrator,Management & Ops,Management & Ops
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Influencer Relations Strategist,Software & Data,Software & Data
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Electrical Engineer,Engineering,Engineering
Communication Studies,Marketing & Communication,HUMANITIES & COMMUNICATION,Application Data Management,Software & Data,Software & Data
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Process Development Engineer,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Design Assurance Engineer,Engineering,Engineering
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Behavior Specialist,Education & Social Service,Education & Social Service
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Crew Member,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Business Development Representative,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Associate Consultant,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Digital Marketing Intern,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Manager,Management & Ops,Management & Ops
Teacher Preparation-Secondary,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Educational Studies,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Educational Studies,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Educational Studies,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Analyst,Sales & Marketing,Sales & Marketing
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,Brand Executive,Sales & Marketing,Sales & Marketing
Environmental Sci (Biology),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Geriatric Fellow,Management & Ops,Management & Ops
Autism Spectrum Disorders,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Decision Scientist,Health & Science Research,Health & Science Research
Counseling Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Psychotherapist,Health & Science Research,Health & Science Research
Intl Studies - Economics,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Researcher,Health & Science Research,Health & Science Research
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Supervisor,Management & Ops,Management & Ops
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,Cashier,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Insights Analyst,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Inventory Analyst,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Technical Recruiter,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Specialist,Sales & Marketing,Sales & Marketing
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Business Associate,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Project Management Consultant,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Brandlab fellow marketer,Health & Science Research,Health & Science Research
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales And Leasing Agent,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Development Representative,Sales & Marketing,Sales & Marketing
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Data Analyst,Software & Data,Software & Data
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Specialist,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Application Engineer,Engineering,Engineering
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Coordinator,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Logistics Specialist,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Program Manager,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales Development Program,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales Agent,Sales & Marketing,Sales & Marketing
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Equity Research Analyst,Health & Science Research,Health & Science Research
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales Associate,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer,Engineering,Engineering
Catholic Studies,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Visitor Services Representative,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Associate,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Associate,Sales & Marketing,Sales & Marketing
Counseling Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Consultant Psychologist,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales Development Program at United HealthGroup,Sales & Marketing,Sales & Marketing
Computer Science (BS),Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Demolition Laborer,Engineering,Engineering
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Coordinator,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Portfolio Sales Agent,Sales & Marketing,Sales & Marketing
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Human Resources Data Specialist,Software & Data,Software & Data
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Inpatient Mental Health Social Worker,Education & Social Service,Education & Social Service
Chemistry,Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Quality Control Chemist,Health & Science Research,Health & Science Research
Counseling Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Therapist,Health & Science Research,Health & Science Research
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Specialist,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Research Analyst,Health & Science Research,Health & Science Research
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Account Manager,Management & Ops,Management & Ops
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Healthcare Data Analyst,Software & Data,Software & Data
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Account manager,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Coordinator,Management & Ops,Management & Ops
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Service Representative,Engineering,Engineering
Catholic Studies,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Teaching Assistant,Health & Science Research,Health & Science Research
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Data Analyst,Software & Data,Software & Data
Environmental Studies,Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Compliance Manager,Legal & Policy,Legal & Policy
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Management Graduate from the University of St. Thomas - Opus College of Business,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer,Engineering,Engineering
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Principal Electrical Engineer,Engineering,Engineering
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Educational Leadership & Admin,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Services Supervisor,Management & Ops,Management & Ops
Art History,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,On-Site Supervisor,Management & Ops,Management & Ops
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Microbiologist,Health & Science Research,Health & Science Research
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Test Engineer,Engineering,Engineering
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Scribe,Health & Science Research,Health & Science Research
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Scribe,Health & Science Research,Health & Science Research
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Engineer,Engineering,Engineering
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Front Office Coordinator,Health & Science Research,Health & Science Research
Teacher Preparation-Elem K-6,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Campaign Coordinator,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Industry Analyst,Management & Ops,Management & Ops
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Technical Services Engineer,Engineering,Engineering
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Assistant Buyer,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales Rep,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Coordinator,Management & Ops,Management & Ops
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,General Manager,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Digital Media Intern,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Healthcare Recruiter,Management & Ops,Management & Ops
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales exec & marketing specialist,Sales & Marketing,Sales & Marketing
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Advisory Services Analyst in the Consulting Development Program,Finance & Accounting,Finance & Accounting
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Volunteer Corrdinator,Education & Social Service,Education & Social Service
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Lic therapist,Health & Science Research,Health & Science Research
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Market Development Representative,Management & Ops,Management & Ops
Teacher Preparation-Elem K-6,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Teacher Preparation-Elem K-6,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Catholic Studies,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Data Associate,Software & Data,Software & Data
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Operations,Sales & Marketing,Sales & Marketing
Political Science,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Patient Care Coordinator,Management & Ops,Management & Ops
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer,Engineering,Engineering
Marketing Management,Marketing & Communication,HUMANITIES & COMMUNICATION,Sales Operations Analyst,Sales & Marketing,Sales & Marketing
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Laboratory Technician,Software & Data,Software & Data
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Laboratory Technician,Software & Data,Software & Data
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Nursing Station Technician,Health & Science Research,Health & Science Research
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Inpatient adolescent mental health social worker,Education & Social Service,Education & Social Service
